Product ID,Date,Store ID,Sales Quantity,Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments,Day,Month,Year,Predicted Sales Quantity,High Demand
3544,2024-02-27,4,495,42.56,0,0,2,1,1,27,2,2024,438.95425,True
7423,2024-03-09,75,458,95.26,1,0,0,1,1,9,3,2024,438.82285,True
7000,2024-12-25,10,444,48.46,0,0,0,0,2,25,12,2024,438.771,True
2977,2024-09-08,76,476,87.58,0,1,0,0,2,8,9,2024,438.58798,True
9741,2024-03-25,3,490,83.46,1,1,0,0,2,25,3,2024,438.2386,True
1781,2024-01-21,81,450,99.31,0,1,2,2,1,21,1,2024,438.22964,True
4594,2024-03-17,66,435,5.85,0,1,1,2,1,17,3,2024,437.67737,True
6985,2024-08-27,78,455,7.55,1,0,0,0,2,27,8,2024,437.66785,True
6260,2024-07-19,85,452,99.57,0,1,2,2,2,19,7,2024,437.66077,True
3707,2024-03-10,94,489,27.15,0,0,0,0,2,10,3,2024,436.8535,True
7729,2024-07-25,2,495,17.33,1,0,2,1,1,25,7,2024,436.36905,True
6012,2024-12-05,6,430,42.94,0,0,2,0,2,5,12,2024,436.23276,True
4244,2024-12-24,70,473,69.12,1,1,2,1,0,24,12,2024,436.15408,True
7860,2024-06-20,67,469,36.32,1,0,2,2,0,20,6,2024,435.05304,True
8844,2024-01-01,37,436,19.62,0,1,1,1,1,1,1,2024,434.93417,True
7309,2024-11-14,42,419,75.08,1,1,2,2,2,14,11,2024,434.86087,True
4235,2024-03-21,32,455,6.64,1,0,1,0,2,21,3,2024,434.69473,True
2504,2024-05-31,45,432,26.22,0,1,1,1,1,31,5,2024,434.69333,True
1834,2024-03-05,10,445,12.41,0,1,0,1,2,5,3,2024,434.6533,True
5124,2024-11-17,67,485,94.53,1,0,2,0,0,17,11,2024,434.63196,True
2999,2024-04-12,6,482,92.74,1,1,1,0,2,12,4,2024,434.13498,True
7657,2024-07-07,43,170,87.67,0,1,0,2,1,7,7,2024,433.73434,True
9528,2024-01-19,77,473,73.24,1,0,0,2,1,19,1,2024,433.52017,True
3997,2024-06-13,52,477,98.93,1,0,2,1,0,13,6,2024,433.3848,True
9105,2024-01-28,69,429,8.31,1,1,0,0,2,28,1,2024,433.1932,True
5468,2024-07-01,18,477,23.78,1,0,0,1,2,1,7,2024,433.0998,True
6131,2024-04-27,98,474,72.29,0,1,2,1,0,27,4,2024,432.59677,True
8466,2024-08-11,6,486,61.29,1,1,1,2,2,11,8,2024,432.56668,True
7855,2024-03-07,2,438,40.83,0,0,1,2,0,7,3,2024,432.5639,True
2400,2024-09-03,75,457,49.52,0,1,0,0,0,3,9,2024,432.2539,True
5516,2024-06-06,74,482,51.73,1,0,1,0,1,6,6,2024,430.10297,True
2923,2024-05-19,61,482,42.35,0,0,0,0,0,19,5,2024,429.92108,True
8214,2024-07-02,16,477,88.9,0,1,2,0,0,2,7,2024,429.60724,True
2857,2024-07-17,1,466,68.52,1,1,1,2,0,17,7,2024,429.4711,True
3368,2024-09-06,75,467,27.26,1,1,1,2,1,6,9,2024,429.41876,True
1125,2024-10-29,38,465,6.83,1,1,2,1,2,29,10,2024,429.16785,True
4422,2024-12-01,95,463,64.52,1,1,2,0,0,1,12,2024,429.16132,True
3097,2024-09-06,75,438,25.93,1,1,0,2,2,6,9,2024,428.87598,True
5293,2024-09-03,41,486,87.29,1,0,2,2,2,3,9,2024,428.63205,True
2944,2024-05-01,92,443,69.49,1,0,2,2,2,1,5,2024,428.55807,True
7150,2024-12-21,61,476,10.12,0,0,1,0,1,21,12,2024,428.48392,True
6499,2024-06-11,3,454,73.23,0,1,2,1,1,11,6,2024,428.23578,True
5690,2024-04-21,71,488,52.14,1,0,0,0,2,21,4,2024,428.17343,True
9651,2024-12-24,22,412,96.08,1,1,0,0,1,24,12,2024,427.52698,True
4102,2024-06-17,85,455,97.89,1,1,0,1,2,17,6,2024,427.4233,True
6381,2024-07-01,31,485,83.77,0,0,2,0,2,1,7,2024,427.3323,True
8520,2024-10-29,57,447,9.17,1,1,0,1,1,29,10,2024,427.09793,True
5464,2024-07-31,81,437,15.31,1,0,2,2,0,31,7,2024,426.84995,True
2539,2024-10-24,13,460,99.26,0,1,1,1,1,24,10,2024,426.49152,True
7334,2024-07-17,67,474,41.27,1,0,1,2,2,17,7,2024,426.0731,True
8297,2024-01-01,5,412,15.4,1,1,0,0,1,1,1,2024,425.9617,True
3586,2024-10-22,90,455,67.52,1,0,2,0,2,22,10,2024,425.92307,True
5543,2024-09-24,91,451,9.65,0,0,0,1,2,24,9,2024,425.89713,True
2814,2024-11-01,15,480,43.22,1,0,1,0,1,1,11,2024,425.3479,True
5250,2024-01-28,54,458,35.67,1,0,0,2,2,28,1,2024,425.07834,True
3447,2024-07-11,3,409,42.3,1,1,2,1,2,11,7,2024,425.03522,True
4262,2024-05-04,75,451,14.88,1,1,0,2,1,4,5,2024,424.9593,True
9938,2024-01-28,54,495,81.7,1,1,0,0,1,28,1,2024,424.4834,True
3831,2024-02-11,24,435,8.01,0,1,0,2,0,11,2,2024,424.35034,True
4581,2024-02-24,35,474,95.97,0,1,0,0,2,24,2,2024,423.92242,True
2363,2024-07-30,45,481,34.56,0,1,0,1,2,30,7,2024,423.8778,True
7793,2024-06-25,77,480,50.43,0,0,2,2,0,25,6,2024,423.47137,True
8158,2024-10-15,97,441,96.2,0,1,0,0,2,15,10,2024,423.31934,True
8570,2024-09-09,47,493,25.65,1,1,2,0,2,9,9,2024,423.29666,True
3500,2024-08-10,87,487,63.59,0,0,0,0,1,10,8,2024,423.14413,True
4070,2024-02-23,7,447,93.11,0,1,0,0,2,23,2,2024,422.7712,True
9934,2024-10-05,95,484,32.93,0,1,2,1,1,5,10,2024,422.6273,True
9817,2024-05-10,2,467,52.82,1,1,2,1,0,10,5,2024,422.4804,True
3307,2024-02-23,90,441,95.22,1,1,1,2,0,23,2,2024,422.31506,True
4597,2024-03-26,70,418,99.89,0,1,0,0,0,26,3,2024,422.162,True
3740,2024-09-14,71,462,16.51,1,1,0,1,2,14,9,2024,422.02353,True
1092,2024-07-31,89,160,10.42,1,1,0,2,2,31,7,2024,421.98584,True
1486,2024-03-29,69,418,6.34,0,1,1,0,1,29,3,2024,421.75806,True
6473,2024-08-11,62,452,5.53,0,1,1,0,1,11,8,2024,421.55878,True
6026,2024-06-20,73,479,50.77,0,0,0,1,0,20,6,2024,421.54898,True
4599,2024-02-08,57,469,92.81,1,1,2,0,0,8,2,2024,421.40005,True
9898,2024-05-31,33,455,79.81,0,1,2,1,0,31,5,2024,421.11908,True
7636,2024-02-05,79,450,92.84,0,0,0,0,0,5,2,2024,421.04663,True
9877,2024-02-29,45,440,8.15,0,0,2,0,0,29,2,2024,420.76938,True
7770,2024-10-06,62,466,40.94,1,1,2,2,2,6,10,2024,420.76407,True
3882,2024-02-23,2,473,97.02,1,1,1,1,2,23,2,2024,420.72885,True
4738,2024-10-05,40,443,75.15,1,1,0,2,2,5,10,2024,420.4717,True
9655,2024-03-10,11,434,8.86,0,0,2,2,0,10,3,2024,420.44635,True
5231,2024-06-10,60,452,41.06,0,1,1,2,1,10,6,2024,420.37088,True
7636,2024-07-31,85,171,18.43,1,0,0,0,1,31,7,2024,420.03677,True
9061,2024-10-16,54,438,76.1,0,0,2,2,2,16,10,2024,419.81207,True
1390,2024-02-09,80,159,91.33,1,0,0,1,1,9,2,2024,419.47876,True
9453,2024-12-08,80,461,91.05,1,0,2,1,2,8,12,2024,419.11203,True
1749,2024-03-03,18,452,49.57,1,0,0,1,2,3,3,2024,419.0468,True
6841,2024-03-30,55,392,9.51,1,1,0,1,2,30,3,2024,418.9757,True
8664,2024-04-28,14,435,86.33,0,1,1,0,1,28,4,2024,418.79385,True
8558,2024-02-14,65,488,19.07,1,1,0,2,2,14,2,2024,418.62146,True
8986,2024-09-25,30,444,14.44,1,1,2,1,0,25,9,2024,418.39178,True
8799,2024-03-10,81,255,67.83,1,1,2,0,2,10,3,2024,418.34415,True
8878,2024-05-23,80,484,99.64,1,0,1,0,1,23,5,2024,418.07303,True
4617,2024-09-15,89,487,84.96,0,0,1,2,2,15,9,2024,417.68658,True
3420,2024-04-25,99,479,47.4,0,0,2,1,1,25,4,2024,417.63254,True
6153,2024-04-28,58,432,9.59,1,1,0,0,2,28,4,2024,417.6314,True
1929,2024-03-09,35,491,27.26,0,1,1,1,1,9,3,2024,417.6109,True
2799,2024-03-07,87,485,74.37,1,0,2,0,2,7,3,2024,417.4558,True
5039,2024-10-10,9,389,52.19,1,1,0,2,0,10,10,2024,417.30862,True
9798,2024-10-27,94,425,22.28,1,0,2,0,1,27,10,2024,417.27982,True
6347,2024-12-23,28,460,76.13,0,0,2,2,2,23,12,2024,417.15195,True
1789,2024-02-25,86,231,9.57,0,0,1,1,0,25,2,2024,417.13025,True
6221,2024-09-07,54,474,78.42,0,0,2,2,0,7,9,2024,417.04868,True
6500,2024-05-02,15,467,30.63,1,1,2,2,1,2,5,2024,416.84998,True
9090,2024-11-29,93,450,98.47,1,1,2,2,1,29,11,2024,416.5319,True
4268,2024-07-20,77,455,39.72,0,0,0,0,2,20,7,2024,416.487,True
3878,2024-05-28,79,481,34.12,0,1,2,2,2,28,5,2024,416.2884,True
8229,2024-12-02,69,462,70.92,0,0,0,1,0,2,12,2024,416.27527,True
5725,2024-04-29,15,444,84.96,1,1,1,1,2,29,4,2024,415.9484,True
5259,2024-03-12,67,453,47.9,1,0,2,0,2,12,3,2024,415.7399,True
9240,2024-09-06,9,492,58.88,0,1,1,2,0,6,9,2024,415.47568,True
7875,2024-03-08,38,485,11.85,1,1,0,2,0,8,3,2024,415.2473,True
5323,2024-07-15,70,460,16.54,1,0,2,1,2,15,7,2024,415.18686,True
7763,2024-05-16,95,300,96.64,1,0,2,0,1,16,5,2024,415.0266,True
6617,2024-12-29,16,461,46.09,0,0,2,1,2,29,12,2024,414.9848,True
4501,2024-12-11,17,464,42.46,0,1,0,0,2,11,12,2024,414.82877,True
9534,2024-02-14,53,485,54.44,1,0,0,2,1,14,2,2024,414.75708,True
1640,2024-12-07,5,77,42.83,0,0,0,0,0,7,12,2024,414.6686,True
6901,2024-11-25,93,414,85.88,0,1,1,0,0,25,11,2024,414.5783,True
2403,2024-06-11,18,430,30.52,1,1,0,2,1,11,6,2024,414.39328,True
2751,2024-01-08,69,473,67.02,0,0,0,2,1,8,1,2024,414.28998,True
7099,2024-12-23,87,367,96.03,0,1,0,1,2,23,12,2024,414.1471,True
1419,2024-09-30,71,438,26.03,0,0,1,2,2,30,9,2024,413.72406,True
8955,2024-04-18,52,417,34.65,1,0,1,2,1,18,4,2024,413.6041,True
6793,2024-11-25,88,464,40.74,1,1,2,1,0,25,11,2024,413.58557,True
4247,2024-09-14,94,453,31.33,1,0,2,1,2,14,9,2024,413.5214,True
3811,2024-11-09,79,467,85.87,0,1,1,2,1,9,11,2024,413.48962,True
9441,2024-01-07,7,368,30.74,1,0,2,0,2,7,1,2024,413.30768,True
5624,2024-12-10,29,455,67.19,1,1,2,2,2,10,12,2024,413.306,True
8418,2024-06-15,5,446,12.33,1,1,2,2,2,15,6,2024,412.3563,True
5642,2024-09-25,24,426,13.85,1,1,1,2,0,25,9,2024,412.29123,True
9165,2024-07-27,86,454,18.74,0,1,0,0,1,27,7,2024,412.2648,True
8648,2024-01-10,96,400,69.21,0,1,1,1,1,10,1,2024,412.13318,True
8236,2024-08-31,25,453,99.82,0,0,0,1,2,31,8,2024,412.09528,True
7715,2024-05-13,66,439,30.06,1,1,0,0,0,13,5,2024,411.91965,True
5344,2024-02-14,92,419,99.39,1,0,0,0,2,14,2,2024,411.81903,True
3823,2024-02-18,20,497,78.22,1,1,2,1,0,18,2,2024,411.7593,True
4612,2024-03-09,9,472,12.45,0,0,2,0,0,9,3,2024,411.7454,True
4201,2024-12-27,24,499,85.5,1,1,2,1,2,27,12,2024,411.7049,True
2270,2024-09-22,6,411,99.58,1,0,0,0,1,22,9,2024,411.50452,True
7245,2024-02-05,65,495,46.74,0,0,2,0,1,5,2,2024,411.48923,True
6343,2024-01-18,11,456,88.19,0,0,2,1,0,18,1,2024,411.3963,True
8977,2024-02-05,30,395,93.65,0,1,2,1,0,5,2,2024,411.32684,True
4574,2024-01-06,16,469,26.91,1,0,1,1,0,6,1,2024,411.32318,True
9135,2024-03-10,73,433,75.09,0,0,1,1,0,10,3,2024,410.69818,True
3117,2024-11-01,38,462,14.02,1,1,1,1,1,1,11,2024,410.59396,True
1578,2024-12-30,71,397,14.73,1,0,1,2,2,30,12,2024,410.39478,True
7318,2024-11-09,68,468,44.47,1,0,2,2,0,9,11,2024,409.90842,True
6902,2024-10-30,72,451,34.71,0,1,1,1,1,30,10,2024,409.73203,True
3820,2024-10-30,54,487,93.69,1,0,0,1,1,30,10,2024,409.66498,True
7165,2024-10-13,99,416,82.12,1,0,0,2,1,13,10,2024,409.5178,True
3511,2024-11-05,10,477,32.54,0,0,0,2,1,5,11,2024,409.50342,True
3434,2024-01-09,30,483,80.07,1,0,0,2,0,9,1,2024,409.42575,True
8743,2024-05-28,95,433,97.79,0,0,0,2,0,28,5,2024,409.16006,True
9024,2024-08-01,42,421,97.92,1,1,2,0,0,1,8,2024,409.00247,True
4136,2024-09-08,90,473,88.26,1,1,0,2,1,8,9,2024,408.74414,True
9098,2024-07-04,9,462,25.21,0,0,0,0,0,4,7,2024,408.5645,True
6904,2024-12-04,99,471,52.82,1,1,0,0,1,4,12,2024,408.534,True
9545,2024-12-24,34,377,36.41,0,1,0,2,0,24,12,2024,408.31155,True
6703,2024-07-21,76,470,44.94,0,0,0,1,1,21,7,2024,407.8918,True
4428,2024-11-12,68,463,75.77,1,0,2,2,2,12,11,2024,407.5514,True
7694,2024-11-06,60,496,90.12,1,1,0,2,2,6,11,2024,407.54645,True
3432,2024-03-05,6,402,18.13,0,0,0,0,0,5,3,2024,407.40884,True
2474,2024-01-05,94,448,11.66,0,0,1,1,2,5,1,2024,407.19907,True
4944,2024-08-31,21,464,30.57,0,0,1,2,0,31,8,2024,407.05026,True
6143,2024-08-23,3,369,51.01,1,0,2,2,0,23,8,2024,407.03778,True
4600,2024-07-10,6,163,27.04,1,0,0,1,0,10,7,2024,406.99417,True
8272,2024-09-01,42,453,30.61,0,0,1,1,1,1,9,2024,406.88675,True
4403,2024-12-24,68,478,30.93,1,1,0,2,2,24,12,2024,406.75522,True
4828,2024-11-15,60,452,41.78,1,1,2,2,2,15,11,2024,406.63388,True
6149,2024-07-03,23,498,24.04,1,1,0,0,1,3,7,2024,406.4995,True
8950,2024-01-07,7,410,94.87,1,0,1,2,1,7,1,2024,406.4958,True
9903,2024-07-17,52,415,54.54,0,1,1,1,1,17,7,2024,406.40735,True
5525,2024-04-09,8,386,89.02,0,1,1,2,2,9,4,2024,406.18973,True
5433,2024-07-03,36,449,27.38,0,1,1,2,2,3,7,2024,406.12463,True
5328,2024-12-26,38,407,85.7,1,1,2,2,1,26,12,2024,406.1053,True
8998,2024-02-12,60,32,42.09,0,1,1,2,1,12,2,2024,406.09854,True
3663,2024-12-29,73,472,10.78,0,1,1,2,2,29,12,2024,406.06683,True
9523,2024-03-28,87,442,65.43,0,0,0,1,1,28,3,2024,406.0488,True
8979,2024-11-22,14,393,51.15,0,1,0,2,0,22,11,2024,405.96976,True
5731,2024-07-06,76,97,85.32,1,0,2,0,2,6,7,2024,405.83185,True
4780,2024-02-11,43,446,9.1,1,0,1,1,1,11,2,2024,405.20343,True
1084,2024-09-08,72,475,24.92,0,0,0,0,1,8,9,2024,405.1255,True
9350,2024-12-12,11,452,68.29,1,1,1,1,1,12,12,2024,405.00027,True
9766,2024-12-16,3,381,68.0,1,0,2,1,1,16,12,2024,404.90622,True
1163,2024-03-31,10,423,12.03,1,0,0,0,2,31,3,2024,404.8807,True
6396,2024-05-07,77,462,11.67,1,1,0,1,1,7,5,2024,404.52127,True
9912,2024-04-24,31,301,98.61,1,1,1,2,0,24,4,2024,404.1944,True
9167,2024-09-26,9,391,99.96,1,1,0,0,0,26,9,2024,404.10788,True
7650,2024-02-26,36,38,5.82,0,1,0,1,1,26,2,2024,404.02094,True
4472,2024-07-10,6,468,40.22,0,1,1,0,2,10,7,2024,404.01462,True
4220,2024-06-08,44,397,42.64,0,0,2,1,0,8,6,2024,403.74643,True
4872,2024-12-18,69,483,17.5,0,0,0,1,1,18,12,2024,403.69925,True
8497,2024-07-31,93,460,62.64,0,1,0,1,1,31,7,2024,403.47244,True
3584,2024-03-29,48,456,31.91,0,0,1,2,0,29,3,2024,403.28546,True
9336,2024-08-26,71,469,64.5,1,0,0,0,2,26,8,2024,403.06873,True
8287,2024-10-09,62,466,33.93,1,1,1,2,1,9,10,2024,402.88605,True
7368,2024-03-05,5,376,13.33,0,0,0,1,1,5,3,2024,402.6695,True
5432,2024-07-25,49,467,88.07,0,1,0,0,0,25,7,2024,402.33682,True
8130,2024-09-09,29,422,19.25,1,1,1,1,2,9,9,2024,402.3067,True
2594,2024-05-04,32,464,98.7,1,0,2,1,0,4,5,2024,402.26917,True
2522,2024-12-06,50,427,7.75,1,1,1,2,1,6,12,2024,402.19724,True
9259,2024-09-13,59,474,14.19,1,0,2,2,0,13,9,2024,402.11972,True
4274,2024-11-09,73,465,10.82,0,1,2,1,0,9,11,2024,402.01526,True
2222,2024-03-08,88,421,87.93,1,0,0,2,2,8,3,2024,401.8544,True
4134,2024-05-25,61,407,15.76,1,0,0,1,0,25,5,2024,401.72403,True
7893,2024-01-27,63,428,95.05,0,0,2,2,0,27,1,2024,401.71692,True
3798,2024-02-18,10,424,9.39,1,1,2,2,2,18,2,2024,401.59772,True
7123,2024-08-27,15,474,68.23,1,1,1,2,1,27,8,2024,401.51883,True
1169,2024-03-11,74,431,48.31,0,1,2,1,0,11,3,2024,401.45065,True
9068,2024-12-07,98,434,44.41,1,0,0,1,1,7,12,2024,401.38074,True
8137,2024-06-08,13,450,59.0,1,0,0,2,0,8,6,2024,401.2758,True
9230,2024-09-18,94,373,18.69,1,0,0,1,2,18,9,2024,400.87735,True
2822,2024-08-02,16,453,27.27,1,0,1,2,1,2,8,2024,400.78738,True
9515,2024-11-10,24,397,23.49,1,0,2,0,2,10,11,2024,400.74176,True
5405,2024-04-02,22,471,82.71,0,0,2,1,0,2,4,2024,400.35156,True
5563,2024-10-07,98,462,13.89,0,0,1,2,1,7,10,2024,400.32013,True
9795,2024-02-13,73,455,67.09,1,1,0,0,2,13,2,2024,400.25076,True
2347,2024-01-03,25,402,27.11,1,0,2,1,1,3,1,2024,400.14972,True
6646,2024-01-23,87,442,65.54,1,0,1,2,2,23,1,2024,400.032,True
1783,2024-12-18,4,423,76.38,1,1,1,0,1,18,12,2024,400.0103,True
1140,2024-10-22,97,486,45.75,1,1,1,1,1,22,10,2024,400.01016,True
8852,2024-07-07,4,463,63.91,0,1,2,2,2,7,7,2024,399.91348,True
7465,2024-01-10,48,432,80.15,0,1,0,1,1,10,1,2024,399.83817,True
6078,2024-03-06,12,406,92.63,0,0,1,0,0,6,3,2024,399.67764,True
8222,2024-05-02,29,437,76.64,1,1,1,0,0,2,5,2024,399.64697,True
7582,2024-11-16,93,370,32.11,1,0,2,0,1,16,11,2024,399.64233,True
3103,2024-01-06,64,461,48.54,0,0,1,2,2,6,1,2024,399.63184,True
6400,2024-01-27,86,495,33.67,0,0,2,1,2,27,1,2024,399.4068,True
3689,2024-01-09,97,435,61.44,0,0,1,1,0,9,1,2024,399.0967,True
5869,2024-06-18,41,461,11.82,0,1,2,0,1,18,6,2024,398.8864,True
9846,2024-06-10,75,417,19.38,1,1,2,1,1,10,6,2024,398.8003,True
2702,2024-01-24,85,59,9.39,1,1,1,1,2,24,1,2024,398.70776,True
7059,2024-08-20,5,481,50.91,1,1,1,2,0,20,8,2024,398.65067,True
8961,2024-02-27,66,415,96.6,0,1,1,1,1,27,2,2024,398.54138,True
5931,2024-03-26,73,410,85.37,0,1,1,0,0,26,3,2024,398.53488,True
2198,2024-12-24,64,233,93.33,0,1,2,0,2,24,12,2024,397.9786,True
5870,2024-04-25,3,464,51.59,1,1,2,2,0,25,4,2024,397.85352,True
7284,2024-03-30,35,474,30.76,1,0,2,0,1,30,3,2024,397.77185,True
4523,2024-04-06,74,391,48.55,1,0,0,1,1,6,4,2024,397.74127,True
7195,2024-10-09,11,432,59.86,0,0,0,2,1,9,10,2024,397.71542,True
