Product ID,Store ID,Price,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index,Price-to-Sales Ratio
7304,63,15.25,69.87,15.89,132,3,4.45,6.1,0.7,0.11553030303030302
6739,26,89.01,98.97,44.05,195,4,3.07,8.87,0.87,0.4564615384615385
1844,90,89.7,19.36,36.66,347,3,18.58,8.57,2.21,0.2585014409221902
3797,51,68.49,96.99,40.13,203,3,3.18,4.79,1.14,0.3373891625615763
7626,7,34.75,51.18,16.52,292,4,9.41,9.08,0.53,0.1190068493150685
3364,77,12.31,27.02,8.2,394,2,16.76,6.29,0.82,0.031243654822335026
4359,20,41.41,56.26,26.4,427,4,1.92,4.78,2.23,0.09697892271662763
8341,24,59.59,22.03,10.34,227,3,0.87,9.13,1.58,0.26251101321585907
4292,98,29.5,16.48,18.77,457,3,8.24,1.16,1.32,0.06455142231947483
1378,26,71.9,71.81,41.92,334,2,13.1,7.04,1.32,0.21526946107784434
3061,53,70.7,98.65,14.76,395,4,3.78,4.46,1.95,0.1789873417721519
4608,96,45.21,76.19,22.74,300,1,14.91,2.79,1.65,0.1507
4043,49,40.55,68.82,6.18,221,4,0.69,6.81,1.27,0.1834841628959276
1822,81,19.96,17.74,18.6,56,4,10.51,9.66,1.44,0.35642857142857143
1859,68,5.75,84.83,22.13,276,4,10.61,5.26,0.78,0.020833333333333332
6694,98,35.71,46.43,1.53,184,2,6.39,6.87,1.69,0.19407608695652173
6426,7,56.96,25.18,19.13,356,4,5.63,3.07,2.0,0.16
9313,70,7.15,96.55,20.74,301,1,7.29,1.62,1.08,0.023754152823920266
4901,9,46.72,24.28,30.35,127,1,5.22,6.21,2.43,0.36787401574803147
5893,94,5.56,9.92,16.55,228,4,18.66,6.48,2.24,0.0243859649122807
9457,14,73.76,78.51,31.97,411,1,17.55,8.54,1.51,0.1794647201946472
8811,25,67.27,81.34,15.57,400,2,4.47,6.52,1.24,0.168175
5996,52,83.2,99.39,41.04,237,4,10.29,2.86,1.9,0.3510548523206751
9896,14,31.18,82.45,26.84,439,2,11.38,4.79,0.6,0.0710250569476082
3208,65,14.75,94.72,1.7,386,1,17.73,9.58,0.71,0.03821243523316062
8197,54,59.81,16.88,8.39,391,4,15.28,6.35,1.27,0.15296675191815856
5329,26,75.1,32.74,35.11,318,4,2.72,1.8,0.93,0.2361635220125786
6604,45,64.11,16.96,32.36,343,4,16.23,7.29,0.54,0.18690962099125363
3590,13,53.36,44.44,3.18,396,1,17.69,2.46,1.5,0.13474747474747475
7637,86,45.99,64.62,34.24,146,4,6.25,4.7,1.08,0.315
7181,51,47.15,89.14,35.95,125,4,5.61,5.83,1.96,0.3772
7125,23,39.55,76.6,1.95,452,4,5.91,7.69,1.57,0.0875
1475,10,52.83,51.88,33.7,391,1,18.79,9.89,1.47,0.1351150895140665
8787,84,30.5,6.52,0.77,398,2,5.78,1.32,0.5,0.07663316582914573
3183,87,35.94,59.72,1.42,302,4,1.69,2.24,1.39,0.11900662251655629
1094,19,63.41,80.22,8.63,398,2,19.07,9.81,1.76,0.15932160804020098
2665,24,55.48,91.77,43.56,459,1,18.98,7.32,0.95,0.1208714596949891
1192,85,21.94,79.81,8.27,228,3,17.25,7.42,1.07,0.09622807017543861
6464,28,18.91,81.22,44.08,335,4,18.82,7.77,1.11,0.056447761194029854
5362,37,30.45,83.49,31.71,123,3,19.49,5.71,0.8,0.2475609756097561
8316,13,94.89,95.93,0.49,484,3,17.63,3.59,1.59,0.19605371900826446
1501,72,56.6,74.65,19.71,413,3,1.38,9.84,1.44,0.137046004842615
8575,93,69.05,98.26,34.23,493,4,3.66,1.69,1.78,0.14006085192697768
6917,10,57.76,14.38,47.58,174,3,18.27,2.14,2.42,0.33195402298850574
4089,7,86.98,99.7,28.48,319,3,13.7,6.82,1.07,0.27266457680250783
7831,96,17.85,33.73,38.07,124,2,1.02,4.77,1.14,0.1439516129032258
5159,81,26.71,92.77,25.59,413,1,5.48,4.57,0.63,0.0646731234866828
8806,40,18.66,68.96,34.87,475,3,7.94,8.3,1.21,0.03928421052631579
1085,4,10.34,79.9,39.22,291,3,6.01,6.42,2.24,0.03553264604810997
3963,51,67.78,12.36,27.11,391,4,9.2,6.55,0.75,0.17335038363171357
5103,81,92.13,20.99,37.61,284,1,8.12,9.12,0.71,0.3244014084507042
9387,14,74.66,35.78,32.84,309,3,12.18,4.15,0.81,0.24161812297734628
6497,13,20.21,40.33,39.21,286,1,6.36,1.59,1.56,0.07066433566433566
7653,33,33.19,69.6,45.56,192,4,15.88,2.57,0.67,0.17286458333333332
8137,19,27.64,10.82,0.64,177,2,18.42,7.79,2.46,0.15615819209039547
2821,46,38.45,61.79,14.08,445,1,4.44,6.38,0.6,0.08640449438202248
6756,5,7.71,6.93,4.58,308,4,7.01,6.66,0.77,0.02503246753246753
1713,14,47.91,15.15,41.52,406,3,8.81,2.47,1.89,0.11800492610837438
4791,25,54.21,87.27,29.81,236,1,18.21,6.3,1.56,0.22970338983050848
3190,67,98.93,17.73,11.91,390,4,10.92,5.11,1.88,0.2536666666666667
8900,95,14.33,16.42,4.13,188,2,11.54,7.03,1.66,0.07622340425531915
8747,26,21.31,95.62,19.8,308,4,8.14,2.54,0.84,0.06918831168831169
9743,21,84.78,63.54,22.38,417,2,18.27,1.63,2.23,0.20330935251798563
5451,74,6.74,35.95,3.01,52,3,0.6,2.55,1.94,0.12961538461538463
2084,13,48.49,72.06,41.69,199,4,7.6,3.33,1.79,0.24366834170854274
5780,12,86.72,24.43,5.07,177,1,4.05,8.42,1.17,0.48994350282485877
9197,66,46.2,33.05,4.2,383,3,3.95,8.26,1.88,0.12062663185378592
8864,37,36.88,56.75,8.1,305,3,17.34,1.85,0.65,0.12091803278688526
4700,43,13.69,94.73,16.66,352,4,15.05,8.06,0.96,0.03889204545454545
8686,75,70.89,39.25,33.43,499,2,6.12,1.53,0.94,0.14206412825651302
1785,27,58.42,99.74,4.65,221,1,18.81,6.94,0.8,0.2643438914027149
6845,23,69.99,22.47,37.0,400,4,8.9,7.84,1.64,0.174975
5619,98,10.85,24.27,24.91,250,1,1.0,5.07,1.89,0.0434
5797,1,73.47,9.1,3.66,358,3,12.36,7.55,0.84,0.20522346368715083
1207,75,20.47,22.32,36.93,392,2,17.0,4.24,2.04,0.052219387755102036
4190,96,23.02,13.7,46.18,444,4,5.63,1.58,0.64,0.051846846846846845
5463,5,7.51,92.41,26.17,19,4,9.79,3.49,1.26,0.3952631578947368
6487,20,30.99,70.53,29.58,492,4,4.39,1.91,2.3,0.06298780487804878
9059,61,58.85,52.72,1.66,361,1,13.85,9.01,0.72,0.16301939058171747
4800,13,25.55,43.17,41.15,311,2,2.43,2.15,0.7,0.08215434083601286
7232,88,26.86,49.94,42.76,161,4,15.5,2.16,1.5,0.16683229813664596
8250,72,72.88,38.11,13.55,213,2,17.85,6.87,1.9,0.3421596244131455
7801,62,75.29,45.8,15.12,348,4,13.88,7.2,1.22,0.21635057471264368
5523,94,34.72,51.29,22.43,354,3,11.75,7.75,2.28,0.09807909604519774
7913,9,81.92,23.8,39.89,250,1,1.18,5.35,1.41,0.32768
6967,79,19.75,50.9,33.58,477,4,8.15,4.58,1.76,0.04140461215932914
6091,93,9.14,43.82,23.34,265,2,2.44,9.06,0.91,0.03449056603773585
5047,46,31.45,32.45,40.18,450,2,1.5,5.71,1.73,0.06988888888888889
5186,69,64.11,24.81,10.14,435,4,5.55,6.67,1.52,0.1473793103448276
9589,16,9.95,22.12,15.07,244,1,16.51,1.32,2.24,0.04077868852459016
7518,48,92.83,23.95,17.97,388,2,7.32,5.62,0.63,0.23925257731958763
9016,25,64.14,95.07,23.82,493,3,4.16,1.79,2.09,0.13010141987829615
8528,36,47.84,74.6,18.49,154,3,18.06,6.14,1.01,0.3106493506493507
8298,48,64.78,86.84,28.02,268,2,5.88,9.76,2.22,0.24171641791044776
5385,23,33.27,83.31,25.65,330,1,6.77,7.3,0.68,0.10081818181818183
4916,20,32.91,47.44,6.86,480,2,0.72,8.65,1.91,0.0685625
8471,55,31.55,16.67,19.71,252,1,13.62,1.28,2.2,0.1251984126984127
9540,52,69.74,70.2,2.09,191,2,4.02,5.37,1.58,0.365130890052356
3143,72,38.1,37.42,46.1,209,1,17.3,6.11,0.97,0.18229665071770335
3052,97,9.65,72.8,11.2,447,4,0.36,2.53,2.25,0.021588366890380312
3232,73,91.15,97.7,29.75,290,4,5.8,7.26,1.92,0.31431034482758624
7151,99,36.31,86.86,25.57,493,3,15.83,6.24,1.27,0.07365111561866126
3356,89,54.12,45.86,20.35,145,4,18.69,6.42,2.35,0.3732413793103448
8601,91,95.36,21.2,34.81,213,2,2.97,5.68,0.86,0.4476995305164319
5367,50,96.99,70.21,47.29,491,1,4.8,1.76,1.01,0.1975356415478615
7370,18,41.31,50.05,0.14,112,3,6.29,3.84,0.6,0.36883928571428576
7468,17,57.89,68.01,28.04,117,2,3.41,1.98,0.86,0.4947863247863248
9294,24,74.68,86.68,36.71,367,4,11.5,9.19,1.54,0.20348773841961854
4408,13,17.7,96.97,40.0,302,1,5.4,5.37,2.41,0.0586092715231788
3199,74,66.07,76.09,1.92,475,4,4.18,5.77,1.88,0.13909473684210524
7400,36,13.68,28.3,24.08,114,3,7.9,5.19,2.12,0.12
6421,25,23.78,58.64,39.6,384,2,0.61,7.49,2.3,0.061927083333333334
4901,57,81.61,52.67,7.23,457,3,14.57,9.39,1.53,0.17857768052516412
4008,25,85.02,34.16,11.05,229,4,8.0,6.74,1.81,0.3712663755458515
6442,2,20.81,77.19,25.15,226,3,2.18,4.57,2.34,0.09207964601769911
1687,34,60.34,24.11,42.22,304,2,8.76,6.2,1.92,0.19848684210526316
2796,29,53.48,75.46,4.39,183,2,7.2,2.74,2.29,0.2922404371584699
3748,81,92.81,16.29,29.55,491,4,2.27,1.39,0.94,0.1890224032586558
9467,5,26.45,90.1,13.73,345,4,18.63,4.25,2.27,0.07666666666666666
2934,51,56.15,40.11,29.41,142,1,15.89,1.19,0.83,0.3954225352112676
2422,18,94.23,34.98,23.41,286,2,8.82,1.38,1.7,0.3294755244755245
4625,4,11.48,63.27,49.57,496,2,1.37,5.68,0.58,0.023145161290322583
5905,36,5.1,32.6,36.43,189,2,9.13,3.86,1.72,0.026984126984126982
5939,87,76.77,61.18,36.91,317,3,1.92,6.78,2.3,0.24217665615141953
2397,63,85.71,38.64,24.6,332,3,12.7,6.21,1.1,0.2581626506024096
9363,82,15.27,63.59,11.75,110,2,7.93,6.3,1.85,0.1388181818181818
7980,27,86.35,64.87,47.52,471,3,13.38,3.51,1.49,0.18333333333333332
2729,76,68.07,76.83,47.3,418,1,7.21,9.08,1.72,0.1628468899521531
3731,23,68.79,40.01,25.75,184,1,8.77,2.38,0.96,0.37385869565217394
6365,58,98.31,90.67,23.8,279,1,1.96,3.9,1.84,0.35236559139784945
2168,53,78.34,95.68,43.82,395,1,19.91,6.9,2.5,0.19832911392405064
9209,54,69.77,8.92,43.39,338,4,12.38,9.51,0.63,0.20642011834319526
6603,85,37.56,16.26,17.0,283,3,6.21,3.6,1.8,0.1327208480565371
2583,50,76.7,43.43,0.32,314,1,7.93,4.09,1.66,0.24426751592356688
6454,37,86.71,82.85,40.78,194,1,0.58,6.1,2.48,0.4469587628865979
5768,30,66.74,17.26,42.66,203,4,2.41,2.0,0.51,0.32876847290640393
6251,55,46.52,93.85,8.85,224,2,18.75,8.97,1.85,0.20767857142857143
8082,75,6.17,34.24,38.95,96,2,7.22,8.42,1.78,0.06427083333333333
7511,95,95.96,73.38,6.34,411,2,1.94,9.74,0.52,0.23347931873479316
8444,18,40.05,33.94,0.18,126,2,14.95,9.3,1.1,0.31785714285714284
2158,68,32.58,50.17,32.01,299,4,17.8,9.16,1.7,0.10896321070234113
7019,7,51.79,91.23,23.42,116,4,9.02,6.79,1.34,0.4464655172413793
3210,41,24.24,44.71,21.53,79,2,4.18,1.07,1.11,0.30683544303797466
3055,71,96.52,21.22,37.03,301,3,2.29,7.28,2.46,0.3206644518272425
6502,75,14.54,32.01,17.63,329,1,7.93,8.46,1.99,0.04419452887537994
3362,94,42.19,27.67,22.2,453,4,15.57,3.08,1.7,0.09313465783664458
2575,69,90.01,70.31,9.03,368,1,5.06,2.95,2.19,0.24459239130434784
2010,30,22.03,51.18,9.51,211,4,0.4,5.59,2.44,0.10440758293838863
1220,98,50.39,60.16,38.62,446,4,8.81,5.7,2.15,0.11298206278026907
6774,36,7.62,60.06,2.86,180,1,2.85,3.71,1.5,0.042333333333333334
2970,36,32.24,92.41,18.56,477,1,16.05,9.8,1.31,0.06758909853249476
8191,42,67.6,80.45,38.95,369,4,10.41,3.83,2.18,0.18319783197831976
8962,59,29.55,90.52,11.72,104,2,14.08,5.43,1.56,0.2841346153846154
9482,28,21.42,59.65,30.91,59,4,5.8,7.4,1.34,0.36305084745762717
7249,17,87.07,28.28,36.33,434,4,6.13,9.22,0.58,0.2006221198156682
4208,81,6.4,64.13,20.79,414,4,7.1,1.13,2.24,0.015458937198067634
2501,94,78.53,73.91,39.34,483,3,0.1,8.16,1.01,0.1625879917184265
9846,17,81.25,98.09,27.74,487,3,11.62,2.72,1.05,0.1668377823408624
1841,62,66.11,33.42,40.52,317,3,7.07,3.44,2.19,0.20854889589905362
4725,61,40.66,91.72,18.27,96,2,11.77,1.64,1.46,0.42354166666666665
8431,96,33.24,78.64,6.31,457,4,15.74,6.87,1.18,0.07273522975929979
8876,43,18.85,65.97,33.52,265,4,7.37,2.5,1.46,0.07113207547169811
3245,42,35.12,7.3,22.89,362,2,15.71,1.92,0.54,0.09701657458563535
1800,52,31.85,33.55,16.93,271,1,16.62,2.33,1.28,0.11752767527675277
1385,86,25.94,73.73,24.55,420,4,13.56,5.39,2.39,0.06176190476190477
6322,20,93.34,80.26,48.07,294,4,6.27,3.91,1.07,0.3174829931972789
4658,62,28.55,87.46,11.01,379,4,15.01,9.15,1.49,0.07532981530343008
8360,14,90.61,88.49,12.9,397,4,19.47,3.52,1.25,0.2282367758186398
8751,76,87.17,37.02,43.13,318,4,5.75,8.53,0.7,0.2741194968553459
9498,93,32.78,28.8,29.0,262,3,3.6,5.79,2.04,0.1251145038167939
9925,45,17.15,63.03,16.05,102,4,14.23,7.78,1.21,0.16813725490196077
2968,69,65.28,97.16,30.06,320,1,14.39,8.78,1.56,0.20400000000000001
1174,49,10.37,69.83,35.02,41,2,15.17,5.34,2.29,0.2529268292682927
1411,93,35.7,15.79,35.46,289,2,3.93,1.09,1.87,0.12352941176470589
7155,21,25.2,72.15,19.71,400,4,9.9,9.53,1.31,0.063
3582,7,63.63,45.57,21.31,423,3,2.11,6.5,1.47,0.15042553191489363
9331,11,92.69,30.09,42.99,317,4,6.24,8.97,2.39,0.292397476340694
1261,21,54.13,63.74,17.0,306,4,0.42,3.75,2.16,0.1768954248366013
1768,6,19.4,12.99,32.21,310,3,9.31,4.11,1.76,0.06258064516129032
8038,1,18.36,14.39,49.52,84,3,13.9,6.32,1.84,0.21857142857142856
8467,74,77.9,38.48,1.82,341,1,12.84,3.37,1.34,0.22844574780058652
3538,27,28.35,39.98,8.15,303,3,14.49,8.66,2.47,0.09356435643564356
7416,84,7.24,74.96,39.7,394,3,4.8,5.49,0.64,0.018375634517766498
1547,28,5.68,9.08,34.33,167,4,19.62,7.12,1.96,0.03401197604790419
7592,44,78.12,67.32,45.57,318,3,13.09,9.19,1.86,0.24566037735849058
3448,2,92.47,47.68,12.94,196,3,0.31,5.54,1.13,0.47178571428571425
7522,61,15.43,57.7,37.81,258,2,17.58,9.49,2.41,0.05980620155038759
7558,98,45.15,16.99,12.71,279,3,7.02,4.85,2.41,0.16182795698924732
8519,46,96.58,65.75,9.14,227,3,10.71,1.11,1.68,0.4254625550660793
1173,9,64.74,12.11,30.76,416,1,10.4,3.98,1.35,0.15562499999999999
3043,24,67.33,18.87,44.91,289,2,0.61,3.54,1.38,0.2329757785467128
4583,85,57.07,88.57,17.99,116,3,18.55,2.17,0.87,0.49198275862068963
5544,23,20.47,82.46,25.28,55,4,7.03,4.17,1.99,0.37218181818181817
3069,51,87.03,33.36,29.2,461,1,6.56,4.85,1.47,0.18878524945770064
4777,81,68.02,9.09,16.02,350,4,10.25,1.47,1.81,0.19434285714285712
8597,52,19.33,65.9,21.45,280,2,1.22,1.44,2.24,0.06903571428571428
3262,81,13.22,57.81,17.19,374,1,10.12,9.5,2.16,0.0353475935828877
4208,52,77.25,37.49,38.04,332,1,6.05,8.05,1.53,0.23268072289156627
8995,77,76.13,9.82,1.0,443,4,11.59,1.69,0.77,0.1718510158013544
7164,6,42.63,18.39,43.76,253,2,7.21,5.83,1.28,0.16849802371541503
1106,72,76.76,30.97,31.63,254,4,17.53,3.5,1.44,0.30220472440944884
9704,5,91.76,9.53,45.71,227,2,6.76,8.55,1.56,0.40422907488986787
3395,87,5.14,97.69,7.22,399,3,19.37,5.48,2.04,0.01288220551378446
1714,89,36.76,18.2,38.72,146,4,15.59,5.43,1.31,0.2517808219178082
9599,12,48.63,75.7,3.63,353,2,11.1,9.53,0.97,0.13776203966005665
7823,40,41.34,76.71,30.58,324,3,5.86,7.33,2.36,0.1275925925925926
1171,9,43.07,41.05,43.78,234,4,7.92,4.55,1.79,0.18405982905982907
6818,30,5.93,8.09,35.42,368,1,11.41,1.89,1.43,0.016114130434782607
5688,51,62.15,79.93,32.41,289,3,13.6,3.78,2.04,0.21505190311418684
6291,72,12.0,57.48,0.7,53,2,2.82,1.12,0.77,0.22641509433962265
2355,90,23.14,28.83,8.85,488,4,16.01,8.85,1.02,0.04741803278688525
1361,63,44.26,32.06,17.41,149,2,9.28,5.16,1.4,0.2970469798657718
4768,88,27.83,38.48,42.26,383,1,7.04,6.41,1.92,0.07266318537859007
5467,9,39.12,56.22,38.2,399,4,15.47,5.51,0.86,0.09804511278195488
7360,30,5.23,87.2,8.18,487,2,8.11,2.13,1.93,0.010739219712525668
3778,38,88.73,58.43,37.49,491,1,8.98,8.71,1.43,0.18071283095723015
4273,71,46.77,6.37,46.44,450,2,9.95,7.7,2.41,0.10393333333333334
9892,91,94.88,51.55,42.2,309,1,9.63,4.28,2.31,0.30705501618122977
8259,45,36.73,87.56,22.38,265,2,4.68,6.44,2.45,0.13860377358490564
3838,83,41.79,40.9,43.3,354,4,4.91,4.54,1.11,0.11805084745762712
5719,34,27.07,79.81,3.78,436,3,19.73,7.59,1.53,0.062087155963302755
9899,8,87.72,33.89,31.28,414,3,1.18,5.26,1.5,0.21188405797101448
8701,74,74.55,86.37,33.16,201,2,7.15,9.36,1.5,0.3708955223880597
5429,21,32.04,80.0,37.83,480,1,5.97,6.76,1.02,0.06675
2191,28,11.95,52.3,46.65,93,4,19.0,5.22,1.39,0.12849462365591396
1612,4,62.07,82.38,35.7,327,1,0.92,4.19,2.38,0.18981651376146788
4067,21,36.69,96.9,19.29,455,2,17.86,9.99,2.12,0.08063736263736264
8088,13,69.44,67.72,48.28,297,3,10.61,1.79,0.65,0.2338047138047138
1395,64,79.4,13.71,33.04,481,4,12.51,3.82,1.1,0.16507276507276508
8009,41,54.5,59.67,5.04,309,1,7.55,9.27,1.76,0.17637540453074432
2851,6,89.69,23.84,38.28,378,3,7.57,8.26,0.55,0.23727513227513228
5765,40,86.77,23.0,2.36,342,1,9.34,9.83,2.45,0.25371345029239767
4009,33,34.27,46.33,39.11,84,3,11.01,7.13,0.93,0.4079761904761905
7044,45,93.02,26.49,4.67,225,2,15.48,2.84,0.92,0.4134222222222222
3226,57,79.88,19.98,5.3,306,3,18.56,6.81,1.11,0.2610457516339869
7510,53,54.81,81.05,38.42,448,4,5.67,7.42,2.49,0.12234375
4412,56,88.73,91.77,23.22,289,4,3.0,6.35,0.51,0.3070242214532872
1454,54,81.39,35.18,0.53,232,2,16.19,2.49,1.65,0.3508189655172414
2401,59,95.31,81.78,28.7,316,1,18.83,3.92,0.68,0.3016139240506329
4829,63,18.7,97.81,5.05,273,1,19.23,3.69,2.16,0.06849816849816849
9919,4,33.31,75.34,20.41,425,1,7.47,1.1,1.16,0.0783764705882353
1942,78,53.2,22.81,4.43,371,4,7.32,1.31,0.87,0.14339622641509434
9959,52,86.02,58.22,10.43,376,3,9.95,9.6,2.05,0.22877659574468084
8014,66,15.31,87.34,2.57,318,3,16.36,8.93,0.89,0.04814465408805032
4360,8,66.04,10.93,2.51,155,2,16.2,8.69,2.04,0.4260645161290323
4272,39,41.08,32.24,9.33,498,1,12.39,9.25,0.83,0.08248995983935743
1780,50,35.3,25.99,24.39,309,4,1.33,2.54,2.14,0.11423948220064724
6814,12,83.68,86.97,31.57,201,1,18.9,8.01,2.32,0.41631840796019903
3956,55,50.78,42.43,40.72,162,2,15.67,3.34,1.48,0.3134567901234568
5782,15,25.53,19.32,15.39,277,2,19.25,7.25,0.94,0.09216606498194946
